uri,prefLabel,definition,altLabel,id
http://vocab.nerc.ac.uk/collection/P01/current/PRPCL327/,Proportion by dry weight of particles (<0.1um) in the sediment,The weight (normalised by total sample weight) of sediment sample particles with a nominal diameter between 0 and 0.1 microns,PrSedByWtSiz_0-0.1um,SDN:P01::PRPCL327
http://vocab.nerc.ac.uk/collection/P01/current/ZBN01233/,Abundance of Pisidium nitidum crassa per unit area of the bed by sieving and picking under an optical microscope,Unavailable,ZBN01233,SDN:P01::ZBN01233
http://vocab.nerc.ac.uk/collection/P01/current/RNSDFE01/,Concentration standard deviation of total iron {total_Fe CAS 7439-89-6} per unit volume of rainwater [dissolved plus reactive particulate phase] by acidification and inductively-coupled plasma atomic emission spectroscopy,The square root of the average of the squares of deviations about the mean of a set of values of the specified measurement.,SD_Fe_rainwater,SDN:P01::RNSDFE01
http://vocab.nerc.ac.uk/collection/P01/current/NICH9162/,Concentration of nickel {Ni CAS 7440-02-0} per unit dry weight of biota {Chelidonichthys lucerna (ITIS: 643890: WoRMS 127262) [Subcomponent: liver]},The amount (mass or number of moles) of the specified analyte per unit weight of the specified organism or part thereof after water has been removed.,DryWt_Ni_BE009162,SDN:P01::NICH9162
http://vocab.nerc.ac.uk/collection/P01/current/TBMMCF34/,Concentration of tributyltin (expressed as cation) {tributylstannylium TBT+ CAS 36643-28-4} per unit wet weight of biota {Clupea harengus (ITIS: 161722: WoRMS 126417) [Subcomponent: muscle tissue]},Unavailable,WetWtTBT_BE006620,SDN:P01::TBMMCF34
http://vocab.nerc.ac.uk/collection/P01/current/IC002476/,"Concentration of 2,2',5-trichlorobiphenyl {PCB18 CAS 37680-65-2} per unit wet weight of biota {Psetta maxima (ITIS: 616195: WoRMS 154473) [Subcomponent: muscle tissue]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_CB18_MU_BE008604,SDN:P01::IC002476
http://vocab.nerc.ac.uk/collection/P01/current/GWSPVA01/,Directional spreading of waves (wind sea) on the water body by waverider,Unavailable,WindWaveDirSpread,SDN:P01::GWSPVA01
http://vocab.nerc.ac.uk/collection/P01/current/PRPCL052/,Proportion by volume of particles (0.1-1um) in the sediment,The volume (normalised by total sample volume) of sediment sample particles with a nominal diameter between 0.1 and 1 microns,PrSedByVolSiz_0.1-1um,SDN:P01::PRPCL052
http://vocab.nerc.ac.uk/collection/P01/current/Z34CX00B/,Abundance of Temora (ITIS: 85874: WoRMS 104241) [Size: 1000-2000um] per unit volume of the water body by size fractionation and optical microscopy,Unavailable,Z34CM00Z_1000-2000um,SDN:P01::Z34CX00B
http://vocab.nerc.ac.uk/collection/P01/current/W2930279/,Concentration of naphthalene {CAS 91-20-3} per unit wet weight of biota {Mytilus galloprovincialis (ITIS: 79456: WoRMS 140481) [Subcomponent: flesh]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWtCAS91-20-3_BE006569,SDN:P01::W2930279
http://vocab.nerc.ac.uk/collection/P01/current/CQLCB153/,"Concentration of 2,2',4,4',5,5'-hexachlorobiphenyl {PCB153 CAS 35065-27-1} per unit mass of lipids in the biota {Phoca vitulina (ITIS: 180649: WoRMS 137084) [Stage: adult Sex: male Subcomponent: blubber Subgroup: alive]} by Soxhlet extraction and gas chromatography-mass spectrometry and lipid normalisation (wet weight cct/lipid proportion)",The concentration of the specified analyte in the specified organism or part thereof divided by the concentration of extractable lipids in the same sample.,LNC_PCB153_BE006484,SDN:P01::CQLCB153
http://vocab.nerc.ac.uk/collection/P01/current/PYDWCF22/,Concentration of pyrene {CAS 129-00-0} per unit dry weight of biota {Pleuronectes platessa (ITIS: 172902: WoRMS 127143) [Stage: juvenile Subcomponent: liver]},The amount (mass or number of moles) of the specified analyte per unit weight of the specified organism or part thereof after water has been removed.,DryWt_CAS129-00-0_BE006664,SDN:P01::PYDWCF22
http://vocab.nerc.ac.uk/collection/P01/current/CTO17040/,Concentration standard deviation of total phosphorus {total_P CAS 7723-14-0} per unit volume of the water body [particulate 0.8-51um phase],The square root of the average of the squares of deviations about the mean of a set of values of the specified measurement.,Part_total_P_0.8-51um_SD,SDN:P01::CTO17040
http://vocab.nerc.ac.uk/collection/P01/current/WB000224/,Concentration of total mercury {total_Hg CAS 7439-97-6} per unit wet weight of biota {Merlangius merlangus euxinus (WoRMS 322695)},The amount (mass or moles) of the specified analyte per unit weight of a fresh sample of the specified organism or part thereof.,WetWt_totalHg_BE007908,SDN:P01::WB000224
http://vocab.nerc.ac.uk/collection/P01/current/DOXATERR/,Concentration in equilibrium with air uncertainty of oxygen {O2 CAS 7782-44-7} per unit mass of the water body [dissolved plus reactive particulate phase],The estimated uncertainty or 'error' associated with the specified measurement. The method used to estimate uncertainty should be described in the usage metadata.,DissO2_Mass_eqAir_Err,SDN:P01::DOXATERR
http://vocab.nerc.ac.uk/collection/P01/current/ACTVM008/,Activity of beta emitters per unit dry weight of suspended particulate material by filtration and beta spectroscopy,Unavailable,ACTVM008,SDN:P01::ACTVM008
http://vocab.nerc.ac.uk/collection/P01/current/ZOTOXIN0/,Concentration of pectenotoxin 2 {CAS 97564-91-5} per unit wet weight of biota {Donax trunculus (WoRMS 139602) [Subcomponent: flesh]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_CAS97564-91-5_BE007121,SDN:P01::ZOTOXIN0
http://vocab.nerc.ac.uk/collection/P01/current/IC220242/,Concentration of trans-heptachlor epoxide {CAS 28044-83-9} per unit wet weight of biota {Nephrops norvegicus (ITIS: 97317: WoRMS 107254) [Subcomponent: muscle tissue]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_HCEPT_MU_BE007557,SDN:P01::IC220242
http://vocab.nerc.ac.uk/collection/P01/current/BLENOX09/,Length of Solea solea (ITIS: 173002: WoRMS 127160),The mean value of the longest dimension of the shell or body of the specified organism in the sample.  This could refer to a single individual should the sample size be one.,Length_BE005175,SDN:P01::BLENOX09
http://vocab.nerc.ac.uk/collection/P01/current/HMIN0002/,Proportion of leucoxene (allothigenous) in sediment 50-100um [heavy fraction phase] by separation in bromoform and optical microscopy,Unavailable,leucoxeneAllo_sed0.05-0.1mm,SDN:P01::HMIN0002
http://vocab.nerc.ac.uk/collection/P01/current/IC002366/,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit wet weight of biota {Cepphus grylle (ITIS: 176985: WoRMS 137130) [Subcomponent: liver]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_TDEPP_LI_BE008505,SDN:P01::IC002366
http://vocab.nerc.ac.uk/collection/P01/current/IC002186/,Concentration of beta-hexachlorocyclohexane {beta-HCH CAS 319-85-7} per unit wet weight of biota {Ostrea edulis (ITIS: 79885: WoRMS 140658) [Subcomponent: flesh]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_HCHB_SB_BE007123,SDN:P01::IC002186
http://vocab.nerc.ac.uk/collection/P01/current/RRSWMP30/,Remote sensing reflectance of electromagnetic radiation (767nm wavelength) {Rrs} from the water body by model prediction,"The water-leaving radiance at the specified wavelength, Lw(λ), corrected for bidirectional effects of the air-sea interface and sub-surface light field, and normalised by downwelling solar irradiance, Ed(λ), just above the sea surface (Franz, NASA Goddard Space Flight Center), as predicted by a numerical model.",Rrs_767nm_model,SDN:P01::RRSWMP30
http://vocab.nerc.ac.uk/collection/P01/current/ODDDCF18/,"Concentration of 2,4'-dichlorodiphenyldichloroethylene {o,p'-DDE CAS 3424-82-6} per unit dry weight of biota {Platichthys flesus (ITIS: 172894: WoRMS 127141) [Sex: female Subcomponent: muscle tissue]}",The amount (mass or number of moles) of the specified analyte per unit weight of the specified organism or part thereof after water has been removed.,DryWt_oDDE_BE006654,SDN:P01::ODDDCF18
http://vocab.nerc.ac.uk/collection/P01/current/P059M00G/,Abundance of Gyrosigma (ITIS: 4622: WoRMS 149033) [Size: 175-190um] per unit volume of the water body by optical microscopy,Unavailable,P05900G,SDN:P01::P059M00G
http://vocab.nerc.ac.uk/collection/P01/current/PRPCL475/,Proportion by dry weight of particles (4800-9600um) in the sediment,The weight (normalised by total sample weight) of sediment sample particles with a nominal diameter between 4800 and 9600 microns,PrSedByWtSiz_4800-9600um,SDN:P01::PRPCL475
http://vocab.nerc.ac.uk/collection/P01/current/P358M37Z/,Abundance of Protoperidinium minutum (ITIS: 10310: WoRMS 110233) per unit volume of the water body by optical microscopy,Unavailable,P35837,SDN:P01::P358M37Z
http://vocab.nerc.ac.uk/collection/P01/current/WB000131/,Concentration of alpha-hexachlorocyclohexane+beta-hexachlorocyclohexane+gamma-hexachlorocyclohexane {alphaHCH+betaHCH+gammaHCH CAS319-84-6+CAS319-85-7+CAS58-89-9} per unit mass of lipids in the biota {Phocoena phocoena (ITIS: 180473: WoRMS 137117) [Sex: male Subcomponent: liver]},The concentration of the specified analyte in the specified organism or part thereof divided by the concentration of extractable lipids in the same sample.,LNC_alpha+beta+gammaHCH_BE007890,SDN:P01::WB000131
http://vocab.nerc.ac.uk/collection/P01/current/ABSP434A/,Absorbance of electromagnetic radiation (434nm wavelength) {light absorbance} by the water body [dissolved plus reactive particulate phase] by spectrophotometry,Unavailable,WaterAbs_434nm_unfiltered,SDN:P01::ABSP434A
http://vocab.nerc.ac.uk/collection/P01/current/ZBN00547/,Abundance of Eylais extendens (ITIS: 83154) per unit area of the bed by sieving and picking under an optical microscope,Unavailable,ZBN00547,SDN:P01::ZBN00547
http://vocab.nerc.ac.uk/collection/P01/current/RWSSOPIH/,Speed of wind relative to moving platform and heading {wind speed} in the atmosphere by port-mounted sonic anemometer and expressed at measurement altitude,Unavailable,rel_wind_spd_port_sonic,SDN:P01::RWSSOPIH
http://vocab.nerc.ac.uk/collection/P01/current/W2931042/,"Concentration of 2,2',3,3',4,4',5,5'-octachlorobiphenyl {PCB194 CAS 35694-08-7} per unit wet weight of biota {Monodonta (WoRMS 153532) [Subcomponent: flesh]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWtPCB194_BE007319,SDN:P01::W2931042
http://vocab.nerc.ac.uk/collection/P01/current/IC002093/,"Concentration of 2,3',4,4',5-pentachlorobiphenyl {PCB118 CAS 31508-00-6} per unit wet weight of biota {Scyliorhinus canicula (ITIS: 160065: WoRMS 105814) [Subcomponent: muscle tissue]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_CB118_MU_BE007587,SDN:P01::IC002093
http://vocab.nerc.ac.uk/collection/P01/current/ASHLM058/,Ash-free dry weight biomass of Gammarus locusta (ITIS: 93775: WoRMS 102281) per unit area of the bed by identification by optical microscopy and gravimetric determination of loss on ignition,Unavailable,ASHLM058,SDN:P01::ASHLM058
http://vocab.nerc.ac.uk/collection/P01/current/IC221234/,Concentration of delta-hexachlorocyclohexane {delta-HCH CAS 319-86-8} per unit wet weight of biota {Nephrops norvegicus (ITIS: 97317: WoRMS 107254) [Subcomponent: muscle tissue]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_HCHD_MU_BE007557,SDN:P01::IC221234
http://vocab.nerc.ac.uk/collection/P01/current/PDTDCF21/,"Concentration of 4,4'-dichlorodiphenyltrichloroethane {p,p'-DDT CAS 50-29-3} per unit dry weight of biota {Pleuronectes platessa (ITIS: 172902: WoRMS 127143) [Sex: female Subcomponent: liver]}",The amount (mass or number of moles) of the specified analyte per unit weight of the specified organism or part thereof after water has been removed.,DryWt_pDDT_BE006656,SDN:P01::PDTDCF21
http://vocab.nerc.ac.uk/collection/P01/current/R80A2287/,Biomass as carbon of Urotricha (ITIS: 46243: WoRMS 425626) [Size: <20um] per unit volume of the water body by optical microscopy and computation of carbon biomass from abundance using the equation of Putt and Stoecker (1989),Unavailable,R80A2287,SDN:P01::R80A2287
http://vocab.nerc.ac.uk/collection/P01/current/FOMODIP7/,"Concentration of 2,2',3,4,4',5',6-heptabromodiphenyl ether {BDE183 CAS 207122-16-5} per unit wet weight of biota {Neogobius melanostomus (ITIS: 172072: WoRMS 126916) [Subcomponent: muscle tissue]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt207122-16-5_BE008538,SDN:P01::FOMODIP7
http://vocab.nerc.ac.uk/collection/P01/current/ASLVMSDS/,Surface elevation relative to Rijkswaterstaat Mean Sea Level of the water body by digital step tide gauge,Rijkswaterstaat Mean Sea Level defined as the mean sea level for a period of minimal 2 days converted to a many-year average based on measurements taken at the specified location,SL_MSL_Step,SDN:P01::ASLVMSDS
http://vocab.nerc.ac.uk/collection/P01/current/PRSC0261/,"Proportion by dry weight of particles (63-80um) in the sediment by drying, wet sieving <63um, dry sieving >63um and gravimetry",The weight (normalised by total sample weight) of sediment sample particles with a nominal diameter between 63 and 80 microns.,PrSedByWtSiz_63-80um_DryWetSievGrav,SDN:P01::PRSC0261
http://vocab.nerc.ac.uk/collection/P01/current/KATI0033/,Concentration of zinc {Zn CAS 7440-66-6} per unit wet weight of biota {Osmerus eperlanus (ITIS: 162039: WoRMS 126736) [Subcomponent: muscle tissue]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWtZn_BE007132,SDN:P01::KATI0033
http://vocab.nerc.ac.uk/collection/P01/current/PCBSD039/,"Concentration of 2,2',3,3',4,4',5,5',6-nonachlorobiphenyl {PCB206 CAS 40186-72-9} per unit dry weight of sediment",Unavailable,PCBSD039,SDN:P01::PCBSD039
http://vocab.nerc.ac.uk/collection/P01/current/OCCNCAXT/,Concentration of organic carbon {organic_C CAS 7440-44-0} per unit dry weight of sediment by acidification and elemental analysis,Acidification then carbon/nitrogen analyser,OrgC_drysed_Acid_ElemAnal,SDN:P01::OCCNCAXT
http://vocab.nerc.ac.uk/collection/P01/current/Z622M00Z/,Abundance of Calycophorae (ITIS: 51269: WoRMS 135333) per unit volume of the water body by optical microscopy,Unavailable,Z622M00Z,SDN:P01::Z622M00Z
http://vocab.nerc.ac.uk/collection/P01/current/FSPIR2L7/,Concentration of spirolide-b {CAS 170713-72-1} per unit wet weight of biota {Spisula solida (ITIS: 80949: WoRMS 140301) [Subcomponent: flesh]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_CAS170713-72-1_BE010305,SDN:P01::FSPIR2L7
http://vocab.nerc.ac.uk/collection/P01/current/IC001862/,Concentration of heptachlor {CAS 76-44-8} per unit wet weight of biota {Pollachius pollachius (ITIS: 164728: WoRMS 126440) [Subcomponent: muscle tissue]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_HEPC_MU_BE007565,SDN:P01::IC001862
http://vocab.nerc.ac.uk/collection/P01/current/W2930780/,"Concentration of 2,2',3,3',4,4'-hexachlorobiphenyl {PCB128 CAS 38380-07-3} per unit wet weight of biota {Gadus morhua (ITIS: 164712: WoRMS 126436) [Subcomponent: liver]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWtPCB128_BE006604,SDN:P01::W2930780
http://vocab.nerc.ac.uk/collection/P01/current/TFAAF003/,Proportion of total fatty acids of hexadecanoic acid {C16:0FA palmitic acid CAS 57-10-3} in biota {Calanus finmarchicus (ITIS: 85272: WoRMS 104464) [Stage: adult Sex: female]} by gas chromatography-flame ionisation detection,Unavailable,palmitic_acid_BE000733,SDN:P01::TFAAF003
http://vocab.nerc.ac.uk/collection/P01/current/C000M02F/,Biomass as carbon of Bacillariophyceae (ITIS: 2287: WoRMS 148899) [Size: 30um Morphology: pennate] per unit volume of the water body by optical microscopy and computation of carbon biomass from abundance,Optical microscopy. Note that Division Bacillariophyta is equivalent to the common name Diatom,Carb_C000M02F,SDN:P01::C000M02F
http://vocab.nerc.ac.uk/collection/P01/current/ZBN01539/,Abundance of Tanypodinae (ITIS: 127994) per unit area of the bed by sieving and picking under an optical microscope,Unavailable,ZBN01539,SDN:P01::ZBN01539
http://vocab.nerc.ac.uk/collection/P01/current/SWLA579A/,Absorbance of electromagnetic radiation (579nm wavelength) {light absorbance} by the water body [dissolved plus reactive particulate <0.2um phase] by filtration and spectrophotometry,The proportion of the incident light of the specified wavelength that is absorbed by a sample from any body of fresh or salt water that has been filtered through a 0.2um pore filter.,SWLA579A,SDN:P01::SWLA579A
http://vocab.nerc.ac.uk/collection/P01/current/DOLOGS06/,Proportion of particles (dolomite) in the sediment 5000-10000um,The proportion of sediment particles in the size class 5000-10000um identified as being dolomite lithology.,dolomite_5000-10000um,SDN:P01::DOLOGS06
http://vocab.nerc.ac.uk/collection/P01/current/CMO87030/,"Concentration standard deviation of molybdenum {Mo CAS 7439-98-7} per unit volume of the water body [particulate >0.2um phase] by filtration, acid digestion and inductively-coupled plasma mass spectrometry",The square root of the average of the squares of deviations about the mean of a set of values of the specified measurement.,Conc_Mo_water_>0.2um_SD,SDN:P01::CMO87030
http://vocab.nerc.ac.uk/collection/P01/current/SWLA348A/,Absorbance of electromagnetic radiation (348nm wavelength) {light absorbance} by the water body [dissolved plus reactive particulate <0.2um phase] by filtration and spectrophotometry,The proportion of the incident light of the specified wavelength that is absorbed by a sample from any body of fresh or salt water that has been filtered through a 0.2um pore filter.,SWLA348A,SDN:P01::SWLA348A
http://vocab.nerc.ac.uk/collection/P01/current/ARURXX03/,Activity ratio of uranium-238/uranium-236 {238U/236U} in the water body [dissolved plus reactive particulate <unknown phase],Isotope activity ratio of uranium-238 over uranium-236 in a sample from any body of fresh or salt water that has been filtered through a filter of unknown pore size.,238U/236U_filt_water,SDN:P01::ARURXX03
http://vocab.nerc.ac.uk/collection/P01/current/IXXXAATX/,Concentration of iodine (total) {I2 CAS 7553-56-2} per unit volume of the water body [dissolved plus reactive particulate phase] by Ce-AS reaction and colorimetric autoanalysis,Catalysis of Ce-As reaction by autoanalysis (unfiltered),Diss_I,SDN:P01::IXXXAATX
http://vocab.nerc.ac.uk/collection/P01/current/CTETBRBP/,Concentration of tetrabromobisphenol a {CAS 79-94-7} per unit volume of the water body [dissolved plus reactive particulate phase],The amount (quantity or mass) of the specified analyte measured in a specified volume of an unfiltered sample from any body of fresh or salt water.,Diss_79-94-7_Unfilt,SDN:P01::CTETBRBP
http://vocab.nerc.ac.uk/collection/P01/current/ABSP747A/,Absorbance of electromagnetic radiation (747nm wavelength) {light absorbance} by the water body [dissolved plus reactive particulate phase] by spectrophotometry,Unavailable,WaterAbs_747nm_unfiltered,SDN:P01::ABSP747A
http://vocab.nerc.ac.uk/collection/P01/current/AEC013SD/,"Concentration standard deviation of soluble titanium {soluble_Ti CAS 7440-32-6} per unit volume of the atmosphere [aerosol <1um phase] by filtration, leaching with pH 4.7 ammonium acetate buffer",The square root of the average of the squares of deviations about the mean of a set of values of the specified measurement.,soluble_Ti_aerosol_NH4AC_Leaching_<1um_SD,SDN:P01::AEC013SD
http://vocab.nerc.ac.uk/collection/P01/current/PHDWCF27/,Concentration of phenanthrene {CAS 85-01-8} per unit dry weight of biota {Pleuronectes platessa (ITIS: 172902: WoRMS 127143) [Subcomponent: muscle tissue]},The amount (mass or number of moles) of the specified analyte per unit weight of the specified organism or part thereof after water has been removed.,DryWt_CAS85-01-8_BE006632,SDN:P01::PHDWCF27
http://vocab.nerc.ac.uk/collection/P01/current/P093M24A/,Abundance of Rhizosolenia styliformis var. longispina (ITIS: 2905: WoRMS 395037) per unit volume of the water body by optical microscopy,Unavailable,P09324A,SDN:P01::P093M24A
http://vocab.nerc.ac.uk/collection/P01/current/CYT77044/,"Concentration combined uncertainty of yttrium {Y CAS 7440-65-5} per unit volume of the water body [particulate >0.4/0.45um phase] by filtration, acid digestion and inductively-coupled plasma mass spectrometry",The combined uncertainty associated with the specified measurement. The method used to estimate uncertainty should be described in the usage metadata.,Conc_uncert_Y_water<0.4/0.45um_ICPMS,SDN:P01::CYT77044
http://vocab.nerc.ac.uk/collection/P01/current/ABSP382A/,Absorbance of electromagnetic radiation (382nm wavelength) {light absorbance} by the water body [dissolved plus reactive particulate phase] by spectrophotometry,Unavailable,WaterAbs_382nm_unfiltered,SDN:P01::ABSP382A
http://vocab.nerc.ac.uk/collection/P01/current/CKETOPRO/,Concentration of ketoprofen {CAS 22071-15-4} per unit volume of the water body [dissolved plus reactive particulate phase],The amount (quantity or mass) of the specified analyte measured in a specified volume of an unfiltered sample from any body of fresh or salt water.,Diss_22071-15-4_Unfilt,SDN:P01::CKETOPRO
http://vocab.nerc.ac.uk/collection/P01/current/CFLCB156/,"Concentration of 2,3,3',4,4',5-hexachlorobiphenyl {PCB156 CAS 38380-08-4} per unit mass of lipids in the biota {Phoca vitulina (ITIS: 180649: WoRMS 137084) [Stage: adult Sex: male Subcomponent: blubber Subgroup: dead]} by Soxhlet extraction and gas chromatography-mass spectrometry and lipid normalisation (wet weight cct/lipid proportion)",The concentration of the specified analyte in the specified organism or part thereof divided by the concentration of extractable lipids in the same sample.,LNC_PCB156_BE006496,SDN:P01::CFLCB156
http://vocab.nerc.ac.uk/collection/P01/current/IC220014/,Concentration of perfluorodecanesulfonic acid {CAS 335-77-3} per unit wet weight of biota {Platichthys flesus (ITIS: 172894: WoRMS 127141) [Subcomponent: liver]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_PFDS_LI_BE006615,SDN:P01::IC220014
http://vocab.nerc.ac.uk/collection/P01/current/Z39CM03Z/,Abundance of Eurytemora velox (ITIS: 85873: WoRMS 104877) per unit volume of the water body by optical microscopy,Unavailable,Z39CM03Z,SDN:P01::Z39CM03Z
http://vocab.nerc.ac.uk/collection/P01/current/CONGLUD2/,"Concentration of D-glutamic acid (water soluble and hydrolysable) {CAS 6893-26-1} per unit volume of the atmosphere [aerosol >GF/F phase] by filtration, water leaching, acid hydrolysis of the leachate and high performance liquid chromatography (HPLC)",Unavailable,glutamic_acid(sol_hydro_D-iso)_air>GF/F_HPLC,SDN:P01::CONGLUD2
http://vocab.nerc.ac.uk/collection/P01/current/NAPC3SXD/,Concentration of C3-naphthalenes per unit dry weight of sediment,The quantity or mass of the specified analyte contained in a dried subsample of sediment that has not been sieved. The specified analyte is a mixture of PAHs not fully distinguished in the analyses but related by the substitution of the hydrogen atom on the numbered carbon atom of the chemical named.,C3-naphthalenes_sed,SDN:P01::NAPC3SXD
http://vocab.nerc.ac.uk/collection/P01/current/CCI4NH4X/,Concentration of ammonium {NH4+ CAS 14798-03-9} per unit volume of the atmosphere [aerosol >10um phase] by cascade impaction and spectrophotometry,Unavailable,NH4_atmos_HCCI->10um,SDN:P01::CCI4NH4X
http://vocab.nerc.ac.uk/collection/P01/current/C243M01Z/,Biomass as carbon of Mesostigma viride per unit volume of the water body by optical microscopy and computation of carbon biomass from abundance,Unavailable,Carb_C243M01Z,SDN:P01::C243M01Z
http://vocab.nerc.ac.uk/collection/P01/current/PHECHPXT/,Concentration of phenylalanine {CAS 150-30-1} per unit dry weight of sediment by hydrolysis and high performance liquid chromatography (HPLC),Unavailable,BSPheCont,SDN:P01::PHECHPXT
http://vocab.nerc.ac.uk/collection/P01/current/IFRMET30/,Concentration of lead {Pb CAS 7439-92-1} per unit dry weight of biota {Ostrea edulis (ITIS: 79885: WoRMS 140658) [Subcomponent: flesh]},The amount (mass or number of moles) of the specified analyte per unit weight of the specified organism or part thereof after water has been removed.,DryWt_Pb_BE007123,SDN:P01::IFRMET30
http://vocab.nerc.ac.uk/collection/P01/current/SAGEX006/,Specimen age of Mya arenaria (ITIS: 81692: WoRMS 140430),The mean age of the specimens of the specified organism in the sample.  This could refer to a single individual should the sample size be one.,Age_BE003505,SDN:P01::SAGEX006
http://vocab.nerc.ac.uk/collection/P01/current/VB343GM3/,"Enrichment with respect to 138Ba/134Ba in NIST SRM 3104a standard deviation of barium-138 {138Ba CAS 15010-01-2} {delta(138)Ba} in the water body [dissolved plus reactive particulate <0.2um phase] by filtration, acidification and inductively-coupled plasma mass spectrometry",The square root of the average of the squares of deviations about the mean of a set of values of the specified measurement.,d138/130Ba_NIST_water<0.2_SD,SDN:P01::VB343GM3
http://vocab.nerc.ac.uk/collection/P01/current/CCI2CAXX/,Concentration of calcium {Ca CAS 7440-70-2} per unit volume of the atmosphere [aerosol 1-5um phase] by cascade impaction and inductively-coupled plasma atomic emission spectroscopy,Unavailable,Ca_atmos_HCCI-1-5um,SDN:P01::CCI2CAXX
http://vocab.nerc.ac.uk/collection/P01/current/C562M01Z/,Biomass as carbon of Proplectella claparedei (ITIS: 46738: WoRMS 417240) per unit volume of the water body by optical microscopy and computation of carbon biomass from abundance,Unavailable,Carb_C562M01Z,SDN:P01::C562M01Z
http://vocab.nerc.ac.uk/collection/P01/current/D15NWC05/,Enrichment of nitrogen-15 {15N CAS 14390-96-6} {delta(15)N} in biota {Benthosema (ITIS: 162679: WoRMS 125815)} by mass spectrometry,Unavailable,d15N_05_162679,SDN:P01::D15NWC05
http://vocab.nerc.ac.uk/collection/P01/current/SCUSIIPE/,"Uptake rate standard deviation of carbon {C} {primary production standard deviation} per day per unit volume of the water body [particulate 0.2-1um phase] by isotope-labelled tracer addition, incubation at unspecified light level, cascade filtration and counting residue",The square root of the average of the squares of deviations about the mean of a set of values of the specified measurement.,PP_SD_0.2-1um,SDN:P01::SCUSIIPE
http://vocab.nerc.ac.uk/collection/P01/current/Z34AX00C/,Abundance of Ctenocalanus (ITIS: 85362: WoRMS 104162) [Size: 500-1000um] per unit volume of the water body by size fractionation and optical microscopy,Unavailable,Z34AM00Z_500-1000um,SDN:P01::Z34AX00C
http://vocab.nerc.ac.uk/collection/P01/current/P103M00Z/,Abundance of Stenoneis (ITIS: 4323) per unit volume of the water body by optical microscopy,Unavailable,P10300,SDN:P01::P103M00Z
http://vocab.nerc.ac.uk/collection/P01/current/VDIGINE6/,Concentration of gymnodimine b {CAS 266998-21-4} per unit wet weight of biota {Venus verrucosa (ITIS: 81594: WoRMS 141936) [Subcomponent: flesh]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_CAS266998-21-4_BE010311,SDN:P01::VDIGINE6
http://vocab.nerc.ac.uk/collection/P01/current/Z300M00K/,Abundance of Copepoda (ITIS: 85257: WoRMS 1080) [Stage: copepodite+adult] per unit volume of the water body by optical microscopy,Unavailable,Z300M00K,SDN:P01::Z300M00K
http://vocab.nerc.ac.uk/collection/P01/current/PDEW6569/,"Concentration of 4,4'-dichlorodiphenyldichloroethylene {p,p'-DDE CAS 72-55-9} per unit wet weight of biota {Mytilus galloprovincialis (ITIS: 79456: WoRMS 140481) [Subcomponent: flesh]}",Unavailable,WetWt_pDDE_BE006569,SDN:P01::PDEW6569
http://vocab.nerc.ac.uk/collection/P01/current/IC002618/,Concentration of cadmium {Cd CAS 7440-43-9} per unit wet weight of biota {Rissa tridactyla (ITIS: 176875: WoRMS 137156) [Subcomponent: kidney]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_CD_KI_BE008578,SDN:P01::IC002618
http://vocab.nerc.ac.uk/collection/P01/current/C006WSD2/,Concentration of zinc {Zn CAS 7440-66-6} per unit dry weight of biota {Solea solea (ITIS: 173002: WoRMS 127160) [Subcomponent: muscle tissue]},The amount (mass or number of moles) of the specified analyte per unit weight of the specified organism or part thereof after water has been removed.,DryWt_CAS7440-66-6_BE007591,SDN:P01::C006WSD2
http://vocab.nerc.ac.uk/collection/P01/current/CNWCXX13/,Mass ratio of carbon/nitrogen in biota {Copepoda (ITIS: 85257: WoRMS 1080)} by mass spectrometry,Unavailable,Mass_C:N_13_85257,SDN:P01::CNWCXX13
http://vocab.nerc.ac.uk/collection/P01/current/XMETAL31/,Concentration of lead {Pb CAS 7439-92-1} per unit dry weight of biota {Mytilus edulis (ITIS: 79454: WoRMS 140480) [Subcomponent: flesh]} by inductively-coupled plasma mass spectrometry,The amount (mass or number of moles) of the specified analyte per unit weight of the specified organism or part thereof after water has been removed.,DryWtPb_BE006336_ICPMS,SDN:P01::XMETAL31
