uri,prefLabel,definition,altLabel,id
http://vocab.nerc.ac.uk/collection/P01/current/MMOCXX06/,"Concentration of 1,2,3,6,7,8-hexachlorodibenzo-p-dioxin {1,2,3,6,7,8-hexaCDD CAS 57653-85-7} per unit dry weight of biota {Dicentrarchus labrax (ITIS: 170317: WoRMS 126975) [Subgroup: 2-year old]}",The dry weight concentration of the specified analyte in the specified organism or part thereof.,DryWt_CAS57653-85-7_BE008950,SDN:P01::MMOCXX06
http://vocab.nerc.ac.uk/collection/P01/current/P183M01Z/,Abundance of Golenkinia radiata (ITIS: 6315: WoRMS 164095) per unit volume of the water body by optical microscopy,Unavailable,P18301,SDN:P01::P183M01Z
http://vocab.nerc.ac.uk/collection/P01/current/CCA88170/,Concentration of caesium {Cs CAS 7440-46-2} per unit volume of rainwater [dissolved plus reactive particulate phase],A generic code for the quantity or mass of the specified substance in rainwater normalised to one unit volume of rainwater,Cs_rainwater,SDN:P01::CCA88170
http://vocab.nerc.ac.uk/collection/P01/current/IC220516/,"Concentration of 2,2',4,4',6-pentabromodiphenyl ether {BDE100 CAS 189084-64-8} per unit dry weight of biota {Abramis brama (WoRMS 154281) [Subcomponent: muscle tissue]}",The dry weight concentration of the specified analyte in the specified organism or part thereof.,DryWt_BD100_MU_BE009733,SDN:P01::IC220516
http://vocab.nerc.ac.uk/collection/P01/current/CNBIXX01/,Mass ratio of carbon/nitrogen in biota {Hyperia galba (ITIS: 95110: WoRMS 103251)} by mass spectrometry,Unavailable,Mass_C:N_BI01,SDN:P01::CNBIXX01
http://vocab.nerc.ac.uk/collection/P01/current/ACO01344/,Abundance of Coccolithus pelagicus (ITIS: 2249: WoRMS 178600) per unit volume of the experiment water sample by identification and counting by scanning electron microscopy (SEM),Counts of a given biological entity using scanning electron microscopy normalised to a specified volume of experimental water sample.,Ab_SEM_BE001344,SDN:P01::ACO01344
http://vocab.nerc.ac.uk/collection/P01/current/IC220428/,"Concentration of 2,2',3,3',4,4',6,6'-octabromodiphenyl ether {BDE197 CAS 117964-21-3} per unit wet weight of biota {Psetta maxima (ITIS: 616195: WoRMS 154473) [Subcomponent: muscle tissue]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_BD197_MU_BE008604,SDN:P01::IC220428
http://vocab.nerc.ac.uk/collection/P01/current/IC002290/,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit mass of lipids in the biota {Uria aalge (ITIS: 176974: WoRMS 137133) [Stage: egg]}",The concentration of the specified analyte in the specified organism or part thereof divided by the concentration of extractable lipids in the same sample.,LNC_TDEPP_EG_BE008579,SDN:P01::IC002290
http://vocab.nerc.ac.uk/collection/P01/current/PCBBMN03/,"Concentration of 2,3',4,4',5-pentachlorobiphenyl {PCB118 CAS 31508-00-6} per unit wet weight of biota {Mytilus edulis (ITIS: 79454: WoRMS 140480) [Size: length 39-47mm Subcomponent: flesh]}",Unavailable,WetWt_PCB118_BE006338,SDN:P01::PCBBMN03
http://vocab.nerc.ac.uk/collection/P01/current/BPWTUF04/,Concentration of 4-bromophenol {CAS 106-41-2} per unit volume of the water body [dissolved plus reactive particulate phase],Quantity or mass of the specified substance measured in a specified volume of an unfiltered sample from any body of fresh or salt water.,Diss_106-41-2_Unfilt,SDN:P01::BPWTUF04
http://vocab.nerc.ac.uk/collection/P01/current/CUSDASV1/,"Concentration standard deviation of copper {Cu CAS 7440-50-8} per unit volume of the water body [dissolved plus reactive particulate <0.2um phase] by filtration, acidification and anodic stripping voltammetry",The square root of the average of the squares of deviations about the mean of a set of values of the specified measurement.,Cu_conc_st._dev_(voltammetry),SDN:P01::CUSDASV1
http://vocab.nerc.ac.uk/collection/P01/current/Z011X00A/,Abundance of Foraminiferida (ITIS: 44030: WoRMS 22528) [Size: >2000um] per unit volume of the water body by size fractionation and optical microscopy,Unavailable,Z011M00Z_>2000um,SDN:P01::Z011X00A
http://vocab.nerc.ac.uk/collection/P01/current/ZBAF0949/,Ash-free dry weight biomass of Minuspio cirrifera (ITIS: 67027: WoRMS 152392) per unit area of the bed by identification by optical microscopy and gravimetric determination of loss on ignition,Unavailable,ZBAF0949,SDN:P01::ZBAF0949
http://vocab.nerc.ac.uk/collection/P01/current/AAP07477/,Abundance of Aporrhais pespelecani (WoRMS 138760) per unit area of the bed by sieving and picking under an optical microscope,The number of specimens of the specified biological entity (taxon plus additional attributes) in a unit area of the floor of any body of water.,BedAreaAbund_BE007477,SDN:P01::AAP07477
http://vocab.nerc.ac.uk/collection/P01/current/BLSDOX17/,Length standard deviation of Phrynorhombus regius (ITIS: 172832: WoRMS 127148),The square root of the average of the squares of deviations about the mean of a set of values of the specified measurement.,SD_Length_BE004229,SDN:P01::BLSDOX17
http://vocab.nerc.ac.uk/collection/P01/current/ACBI0319/,Activity of acetylcholinesterase {AChE CAS 9000-81-1} per unit time per unit mass of protein in the biota {Mytilus edulis (ITIS: 79454: WoRMS 140480) [Subcomponent: gill]},Unavailable.,Act_BE010319_biota,SDN:P01::ACBI0319
http://vocab.nerc.ac.uk/collection/P01/current/Q6418742/,Abundance of Dinophyceae (ITIS: 9874: WoRMS 19542) [Stage: cyst Subgroup: heterotrophic] per unit volume of the water body by optical microscopy,Unavailable,Q6418742,SDN:P01::Q6418742
http://vocab.nerc.ac.uk/collection/P01/current/IC000507/,Concentration of beta-hexachlorocyclohexane {beta-HCH CAS 319-85-7} per unit wet weight of biota {Pollachius pollachius (ITIS: 164728: WoRMS 126440) [Subcomponent: muscle tissue]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_HCHB_MU_BE007565,SDN:P01::IC000507
http://vocab.nerc.ac.uk/collection/P01/current/IC000419/,"Concentration of 2,2',5,5'-tetrachlorobiphenyl {PCB52 CAS 35693-99-3} per unit wet weight of biota {Merluccius merluccius (ITIS: 164795: WoRMS 126484) [Subcomponent: liver]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_CB52_LI_BE007542,SDN:P01::IC000419
http://vocab.nerc.ac.uk/collection/P01/current/P224M01Z/,Abundance of Lagerheimia balatonica per unit volume of the water body by optical microscopy,Unavailable,P22401,SDN:P01::P224M01Z
http://vocab.nerc.ac.uk/collection/P01/current/PCBSD241/,"Concentration of 2,2’,3,3’,4,5,6-heptachlorobiphenyl {PCB173 CAS 68194-16-1} per unit dry weight of sediment",The quantity or mass of the specified analyte contained in a sample of unsieved sediment normalised to a unit of dry weight.,Conc_CAS68194-16-1_drysed,SDN:P01::PCBSD241
http://vocab.nerc.ac.uk/collection/P01/current/KXCNPEXT/,Concentration of potassium {K CAS 7440-09-7} per unit dry weight of sediment by acid digestion and inductively-coupled plasma atomic emission spectroscopy,Unavailable,BulkSedKCont,SDN:P01::KXCNPEXT
http://vocab.nerc.ac.uk/collection/P01/current/MKKSP012/,Concentration of potassium {K CAS 7440-09-7} per unit dry weight of sediment,Concentration of elemental potassium per unit mass of dry sediment,Sed_K,SDN:P01::MKKSP012
http://vocab.nerc.ac.uk/collection/P01/current/ARPBAP11/,Atomic ratio standard deviation of lead-206/lead-207 {206Pb/207Pb} in the atmosphere [aerosol phase],The square root of the average of the squares of deviations about the mean of a set of values of the specified measurement.,206Pb/207Pb_aerosol_SD,SDN:P01::ARPBAP11
http://vocab.nerc.ac.uk/collection/P01/current/BPDWCF29/,Concentration of benzo(a)pyrene {CAS 50-32-8} per unit dry weight of biota {Gadus morhua (ITIS: 164712: WoRMS 126436)},The amount (mass or number of moles) of the specified analyte per unit weight of the specified organism or part thereof after water has been removed.,DryWt_CAS50-32-8_BE002366,SDN:P01::BPDWCF29
http://vocab.nerc.ac.uk/collection/P01/current/KL503X68/,Concentration of chlortoluron {chlorotoluron CAS 15545-48-9} per unit dry weight of sediment,The quantity or mass of the specified analyte contained in a sample of unsieved sediment normalised to a unit of dry weight.,Conc_CAS15545-48-9_drysed,SDN:P01::KL503X68
http://vocab.nerc.ac.uk/collection/P01/current/PCBSD065/,"Concentration of 2,2',4,5'-tetrachlorobiphenyl {PCB49 CAS 41464-40-8} per unit dry weight of sediment by gas chromatography",Unavailable,PCBSD065,SDN:P01::PCBSD065
http://vocab.nerc.ac.uk/collection/P01/current/PCBSD021/,"Concentration of 2,2',4,5'-tetrachlorobiphenyl {PCB49 CAS 41464-40-8} per unit dry weight of sediment",Unavailable,PCBSD021,SDN:P01::PCBSD021
http://vocab.nerc.ac.uk/collection/P01/current/MLBCM002/,Concentration of silver {Ag CAS 7440-22-4} per unit dry weight of biota {Pleuronectes platessa (ITIS: 172902: WoRMS 127143) [Subcomponent: muscle tissue]},The amount (mass or number of moles) of the specified analyte per unit weight of the specified organism or part thereof after water has been removed.,DryWtAg_BE006632,SDN:P01::MLBCM002
http://vocab.nerc.ac.uk/collection/P01/current/P030M45Z/,Abundance of Chaetoceros perpusillus (ITIS: 2815: WoRMS 156619) per unit volume of the water body by optical microscopy,Optical microscopy. Renamed from Chaetoceros perpusilus to conform with ITIS,P030M45,SDN:P01::P030M45Z
http://vocab.nerc.ac.uk/collection/P01/current/RWS00090/,Concentration of fenamiphos {CAS 22224-92-6} per unit volume of the water body [dissolved plus reactive particulate phase],Quantity or mass of the specified substance measured in a specified volume of an unfiltered sample from any body of fresh or salt water.,Diss_CAS22224-92-6_Unfilt,SDN:P01::RWS00090
http://vocab.nerc.ac.uk/collection/P01/current/AHBDM110/,Ash-free dry weight biomass of Dikerogammarus villosus (WoRMS 148586) per unit area of the bed by identification by optical microscopy and gravimetric determination of loss on ignition,Unavailable,AHBDM110,SDN:P01::AHBDM110
http://vocab.nerc.ac.uk/collection/P01/current/P111M06Z/,Abundance of Thalassiosira decipiens (ITIS: 2489: WoRMS 148919) per unit volume of the water body by optical microscopy,Unavailable,P11106,SDN:P01::P111M06Z
http://vocab.nerc.ac.uk/collection/P01/current/CLA11046/,"Concentration standard deviation of labile cobalt {labile_Co CAS 7440-48-4} per unit volume of the water body [particulate >0.4/0.45um phase] by filtration, acid leaching and inductively-coupled plasma mass spectrometry",The square root of the average of the squares of deviations about the mean of a set of values of the specified measurement.,Part_labile_Co>0.4/0.45_ICPMS_SD,SDN:P01::CLA11046
http://vocab.nerc.ac.uk/collection/P01/current/IC001461/,"Concentration of 2,2',3,5,5',6-hexachlorobiphenyl {PCB151 CAS 52663-63-5} per unit wet weight of biota {Crassostrea gigas (ITIS: 79868: WoRMS 140656) [Subcomponent: flesh]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_CB151_SB_BE006624,SDN:P01::IC001461
http://vocab.nerc.ac.uk/collection/P01/current/AHBDM022/,Ash-free dry weight biomass of Arrenurus bicuspidator per unit area of the bed by identification by optical microscopy and gravimetric determination of loss on ignition,Unavailable,AHBDM022,SDN:P01::AHBDM022
http://vocab.nerc.ac.uk/collection/P01/current/SWLA272A/,Absorbance of electromagnetic radiation (272nm wavelength) {light absorbance} by the water body [dissolved plus reactive particulate <0.2um phase] by filtration and spectrophotometry,The proportion of the incident light of the specified wavelength that is absorbed by a sample from any body of fresh or salt water that has been filtered through a 0.2um pore filter.,SWLA272A,SDN:P01::SWLA272A
http://vocab.nerc.ac.uk/collection/P01/current/DCMX0006/,Concentration of chloroiodomethane {CH2ClI CAS 593-71-5} per unit volume of the water body [dissolved plus reactive particulate <0.4/0.45um phase] by gas chromatography-mass spectrometry,Concentration (mass or moles) of the analyte contained in a unit volume of a sample of any body of fresh or salt water that has been filtered using an 0.4/0.45um pore size filter.,Conc_CH2ICI_water<0.4/0.45um,SDN:P01::DCMX0006
http://vocab.nerc.ac.uk/collection/P01/current/IC001373/,Concentration of phenanthrene {CAS 85-01-8} per unit mass of lipids in the biota {Platichthys flesus (ITIS: 172894: WoRMS 127141) [Subcomponent: liver]},The concentration of the specified analyte in the specified organism or part thereof divided by the concentration of extractable lipids in the same sample.,LNC_PA_LI_BE006615,SDN:P01::IC001373
http://vocab.nerc.ac.uk/collection/P01/current/SDT34PD8/,"Activity standard deviation of thorium-234 {234Th CAS 15065-10-8} per unit volume of the water body [dissolved plus reactive particulate <0.8um phase] by filtration, Mn absorption and beta spectroscopy and decay correction to sampling time",The square root of the average of the squares of deviations about the mean of a set of values of the specified measurement.,DissTh234_<0.8um_SD,SDN:P01::SDT34PD8
http://vocab.nerc.ac.uk/collection/P01/current/IC001285/,"Concentration of 2,2',4,4'-tetrachlorobiphenyl {PCB47 CAS 2437-79-8} per unit wet weight of biota {Crassostrea gigas (ITIS: 79868: WoRMS 140656) [Subcomponent: flesh]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_CB47_SB_BE006624,SDN:P01::IC001285
http://vocab.nerc.ac.uk/collection/P01/current/FACFEM03/,Mass of pentadecanoic acid {C15:0FA pentadecylic acid CAS 1002-84-2} per individual specimen of biota {Calanus finmarchicus (ITIS: 85272: WoRMS 104464) [Sex: female]} by gas chromatography-electron capture detection,Unavailable,15:0_CalFinF_inc,SDN:P01::FACFEM03
http://vocab.nerc.ac.uk/collection/P01/current/MCPABFX1/,Concentration of 4-chloro-2-methylphenoxyacetic acid {MCPA CAS 94-74-6} per unit volume of the water body [dissolved plus reactive particulate phase],Concentration (mass or moles) of the analyte contained in a unit volume of a sample of any body of fresh or salt water.,Diss_CAS94-74-6_Unfilt,SDN:P01::MCPABFX1
http://vocab.nerc.ac.uk/collection/P01/current/IC001197/,"Concentration of 2,4,4'-tribromodiphenyl ether {BDE28 CAS 41318-75-6} per unit wet weight of biota {Merluccius merluccius (ITIS: 164795: WoRMS 126484) [Subcomponent: liver]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_BDE28_LI_BE007542,SDN:P01::IC001197
http://vocab.nerc.ac.uk/collection/P01/current/B21212H3/,"Concentration of 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-henicosafluorododecanoic acid {10:2 FTCA CAS 53826-13-4} per unit dry weight of sediment <2000um by wet sieving and liquid chromatography-high resolution mass spectrometry",The quantity or mass of the specified analyte contained in a subsample of wet sediment that passes through a 2000 micron sieve and analysed by the specified method. The measurement is then reported on a dry weight basis.,Conc_CAS53826-13-4_drysed<2000um_ws_lchrms,SDN:P01::B21212H3
http://vocab.nerc.ac.uk/collection/P01/current/W2931438/,"Concentration of 4,4'-dichlorodiphenyldichloroethylene {p,p'-DDE CAS 72-55-9} per unit wet weight of biota {Perca fluviatilis (ITIS: 168470: WoRMS 151353)}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWtpDDE_BE007137,SDN:P01::W2931438
http://vocab.nerc.ac.uk/collection/P01/current/VAXASPI3/,Concentration of azaspiracid-2 {CAS 265996-92-7} per unit wet weight of biota {Mimachlamys varia nivea (WoRMS 393741) [Subcomponent: flesh]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_CAS265996-92-7_BE010322,SDN:P01::VAXASPI3
http://vocab.nerc.ac.uk/collection/P01/current/PIGA662A/,Absorbance of electromagnetic radiation (662nm wavelength) {light absorbance} by the suspended particulate material >GF/F [pigment phase] by filtration and spectrophotometry on residue before and after methanol pigment extraction and differencing of the measurements,Diff. of spectrophotometric spectra on GF/F filterered material pre and post methanol extraction,PigAbs662,SDN:P01::PIGA662A
http://vocab.nerc.ac.uk/collection/P01/current/PRPCL125/,Proportion by volume of particles (0.1-4um) in the sediment,The volume (normalised by total sample volume) of sediment sample particles with a nominal diameter between 0.1 and 4 microns,PrSedByVolSiz_0.1-4um,SDN:P01::PRPCL125
http://vocab.nerc.ac.uk/collection/P01/current/CCB01430/,Biomass as carbon of Bacillariophyceae (ITIS: 2287: WoRMS 148899) [Size: 4um Morphology: centric] per unit volume of the water body by optical microscopy and computation of carbon biomass from abundance,Unavailable,Carb_CCB01430,SDN:P01::CCB01430
http://vocab.nerc.ac.uk/collection/P01/current/IC221295/,"Concentration of 2,3,7,8-tetrachlorodibenzo-p-dioxin {2,3,7,8-tetraCDD CAS 1746-01-6} per unit wet weight of biota {Melanogrammus aeglefinus (ITIS: 164744: WoRMS 126437) [Subcomponent: muscle tissue]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_TCDD_MU_BE007541,SDN:P01::IC221295
http://vocab.nerc.ac.uk/collection/P01/current/IC220641/,"Concentration of 2,3,4,6,7,8-hexachlorodibenzofuran {2,3,4,6,7,8-hexaCDF CAS 60851-34-5} per unit wet weight of biota {Scomber scombrus (ITIS: 172414: WoRMS 127023) [Subcomponent: muscle tissue]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_CDF4X_MU_BE007119,SDN:P01::IC220641
http://vocab.nerc.ac.uk/collection/P01/current/FNMMCF17/,Concentration of fluorene {CAS 86-73-7} per unit wet weight of biota {Platichthys flesus (ITIS: 172894: WoRMS 127141) [Subcomponent: liver]},Unavailable,WetWtCAS86-73-7_BE006615,SDN:P01::FNMMCF17
http://vocab.nerc.ac.uk/collection/P01/current/PRPCL037/,Proportion by volume of particles (5600-8000um) in the sediment,The volume (normalised by total sample volume) of sediment sample particles with a nominal diameter between 5600 and 8000 microns,PrSedByVolSiz_5600-8000um,SDN:P01::PRPCL037
http://vocab.nerc.ac.uk/collection/P01/current/ARGOXR01/,Rate of change of Apparent Oxygen Utilisation per unit time per unit volume of the water body by computation from Apparent Oxygen Utilisation (AOU) derived from Argo float profiles and regression against time along isopycnal surfaces,"The change in apparent oxygen utilisation calculated over time from oxygen, temperature, salinity and pressure measurements made over the course of a BGC Argo profiling float deployment.",Resp_BGC_Argo,SDN:P01::ARGOXR01
http://vocab.nerc.ac.uk/collection/P01/current/C982M00Z/,Biomass as carbon of Erythropsis (ITIS: 331309: WoRMS 231834) per unit volume of the water body by optical microscopy and computation of carbon biomass from abundance,Unavailable,Carb_C982M00Z,SDN:P01::C982M00Z
http://vocab.nerc.ac.uk/collection/P01/current/IC220553/,Concentration of lead {Pb CAS 7439-92-1} per unit wet weight of biota {Dreissena (WoRMS 181565) [Subcomponent: flesh]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_PB_SB_BE009724,SDN:P01::IC220553
http://vocab.nerc.ac.uk/collection/P01/current/ZBN01617/,Abundance of Unio crassus per unit area of the bed by sieving and picking under an optical microscope,Unavailable,ZBN01617,SDN:P01::ZBN01617
http://vocab.nerc.ac.uk/collection/P01/current/V55A968B/,Number (of specimen analyses) of Euchaeta (ITIS: 85525: WoRMS 104174) [Sex: male],Unavailable,numb(sp_analyses)_BE006303,SDN:P01::V55A968B
http://vocab.nerc.ac.uk/collection/P01/current/IC220465/,"Concentration of 3,3',4,4',5-pentachlorobiphenyl {PCB126 CAS 57465-28-8} per unit dry weight of biota {Abramis brama (WoRMS 154281) [Subcomponent: muscle tissue]}",The dry weight concentration of the specified analyte in the specified organism or part thereof.,DryWt_CB126_MU_BE009733,SDN:P01::IC220465
http://vocab.nerc.ac.uk/collection/P01/current/CB016A10/,Abundance of Torodinium (ITIS: 10121: WoRMS 109479) [Subgroup: sp. B] per unit volume of experiment water sample by optical microscopy,Unavailable,Abund(inc)_BE005680,SDN:P01::CB016A10
http://vocab.nerc.ac.uk/collection/P01/current/ZBN01529/,Abundance of Synchelidium haplocheles (ITIS: 206552: WoRMS 102924) per unit area of the bed by sieving and picking under an optical microscope,Unavailable,ZBN01529,SDN:P01::ZBN01529
http://vocab.nerc.ac.uk/collection/P01/current/ACH08376/,Abundance of Chaetoceros tenuissimus (ITIS: 1003995: WoRMS 156623) per unit volume of the water body by optical microscopy,Unavailable,Abund_BE008376,SDN:P01::ACH08376
http://vocab.nerc.ac.uk/collection/P01/current/MOXIN1F6/,Concentration of dinophysistoxin-1 (free) {CAS 81720-10-7} per unit wet weight of biota {Pecten maximus (ITIS: 79683: WoRMS 140712) [Subcomponent: hepatopancreas]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_CAS81720-10-7_BE010307,SDN:P01::MOXIN1F6
http://vocab.nerc.ac.uk/collection/P01/current/CC869A57/,Biomass as carbon of Nitzschia oceanica (ITIS: 5139: WoRMS 156542) [Subgroup: colonial] per unit volume of the water body by optical microscopy and computation of carbon biomass from abundance,Unavailable,Carb_CC869A57,SDN:P01::CC869A57
http://vocab.nerc.ac.uk/collection/P01/current/IC220377/,Concentration of octachlorostyrene {not specified CAS 29082-74-4} per unit wet weight of biota {Salmo salar (ITIS: 161996: WoRMS 127186) [Subcomponent: muscle tissue]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_OCS_MU_BE007577,SDN:P01::IC220377
http://vocab.nerc.ac.uk/collection/P01/current/C289M00Z/,Biomass as carbon of Scenedesmus (ITIS: 6104: WoRMS 160602) per unit volume of the water body by optical microscopy and computation of carbon biomass from abundance,Unavailable,Carb_C289M00Z,SDN:P01::C289M00Z
http://vocab.nerc.ac.uk/collection/P01/current/DTOFBIO4/,Concentration of total manganese {total_Mn CAS 7439-96-5} per unit wet weight of biota {Glyptocephalus cynoglossus (ITIS: 172873: WoRMS 127136) [Subcomponent: muscle tissue]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_CAS7439-96-5_BE007522,SDN:P01::DTOFBIO4
http://vocab.nerc.ac.uk/collection/P01/current/IC220289/,Concentration of copper {Cu CAS 7440-50-8} per unit wet weight of biota {Dreissena (WoRMS 181565) [Subcomponent: flesh]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_CU_SB_BE009724,SDN:P01::IC220289
http://vocab.nerc.ac.uk/collection/P01/current/IC000720/,"Concentration of 2,2',4,5,5'-pentachlorobiphenyl {PCB101 CAS 37680-73-2} per unit wet weight of biota {Pollachius pollachius (ITIS: 164728: WoRMS 126440) [Subcomponent: liver]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_CB101_LI_BE007564,SDN:P01::IC000720
http://vocab.nerc.ac.uk/collection/P01/current/TVLTPZ01/,Raw signal (voltage) of instrument output by 1m path length transmissometer,Unavailable,TrVolt100,SDN:P01::TVLTPZ01
http://vocab.nerc.ac.uk/collection/P01/current/BLSDOX54/,Length standard deviation of Syngnathidae (ITIS: 166443: WoRMS 125606),The square root of the average of the squares of deviations about the mean of a set of values of the specified measurement.,SD_Length_BE005409,SDN:P01::BLSDOX54
http://vocab.nerc.ac.uk/collection/P01/current/IC000632/,Concentration of chrysene {CAS 218-01-9} per unit wet weight of biota {Ostrea edulis (ITIS: 79885: WoRMS 140658) [Subcomponent: flesh]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_CHR_SB_BE007123,SDN:P01::IC000632
http://vocab.nerc.ac.uk/collection/P01/current/NTUPIIP1/,"Uptake rate of nitrate {NO3- CAS 14797-55-8} per day per unit volume of the water body [particulate >GF/F phase] by isotope-labelled tracer addition, incubation at unspecified light level, filtration and mass spectrometry on residue",Measurements made by isotope-doped incubation experiment followed by mass spectrometric analysis of particulates collected on a GF/F filter.Incubation conditions not specified by parameter code.,NO3upt/day_>GFF,SDN:P01::NTUPIIP1
http://vocab.nerc.ac.uk/collection/P01/current/Z319M02H/,Abundance of Spinocalanus magnus (ITIS: 85402: WoRMS 104853) [Stage: adult Sex: female] per unit volume of the water body by optical microscopy,Note that adult and C6 mean exactly the same thing for Copepods,Z319M02H,SDN:P01::Z319M02H
http://vocab.nerc.ac.uk/collection/P01/current/RROCYST4/,Concentration of microcystin LA {CAS 96180-79-9} per unit wet weight of biota {Polititapes rhomboides (WoRMS 745846) [Subcomponent: hepatopancreas]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_CAS96180-79-9_BE010308,SDN:P01::RROCYST4
http://vocab.nerc.ac.uk/collection/P01/current/IC000544/,"Concentration of 4,4'-dichlorodiphenyldichloroethylene {p,p'-DDE CAS 72-55-9} per unit mass of lipids in the biota {Zoarces viviparus (ITIS: 165324: WoRMS 127123) [Subcomponent: muscle tissue]}",The concentration of the specified analyte in the specified organism or part thereof divided by the concentration of extractable lipids in the same sample.,LNC_DDEPP_MU_BE006623,SDN:P01::IC000544
http://vocab.nerc.ac.uk/collection/P01/current/IC000456/,"Concentration of 2,4,4'-trichlorobiphenyl {PCB28 CAS 7012-37-5} per unit mass of lipids in the biota {Merlangius merlangus (ITIS: 164758: WoRMS 126438) [Subcomponent: liver]}",The concentration of the specified analyte in the specified organism or part thereof divided by the concentration of extractable lipids in the same sample.,LNC_CB28_LI_BE006638,SDN:P01::IC000456
http://vocab.nerc.ac.uk/collection/P01/current/AEC038SD/,"Concentration standard deviation of soluble rubidium {soluble_Rb CAS 7440-17-7} per unit volume of the atmosphere [aerosol phase] by filtration, water leaching",The square root of the average of the squares of deviations about the mean of a set of values of the specified measurement.,soluble_Rb_aerosol_H2O_Leaching_SD,SDN:P01::AEC038SD
http://vocab.nerc.ac.uk/collection/P01/current/IC000368/,Concentration of benzo(b)fluoranthene {CAS 205-99-2} per unit wet weight of biota {Cerastoderma edule (ITIS: 80901: WoRMS 138998) [Subcomponent: flesh]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_BBF_SB_BE006783,SDN:P01::IC000368
http://vocab.nerc.ac.uk/collection/P01/current/EA35B56B/,Abundance of Protoperidinium curtipes (ITIS: 10250: WoRMS 110215) per unit volume of experiment water sample by optical microscopy,Unavailable,Abund(inc)_BE004591,SDN:P01::EA35B56B
http://vocab.nerc.ac.uk/collection/P01/current/W2930609/,"Concentration of 2,4,4'-trichlorobiphenyl {PCB28 CAS 7012-37-5} per unit wet weight of biota {Gadus morhua (ITIS: 164712: WoRMS 126436) [Subcomponent: liver]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWtPCB28_BE006604,SDN:P01::W2930609
http://vocab.nerc.ac.uk/collection/P01/current/PHUSIIP2/,"Uptake rate standard deviation of phosphate {PO43- CAS 14265-44-2} per day per unit volume of the water body [particulate >0.4/0.45um phase] by isotope-labelled tracer addition, incubation at unspecified light level, filtration and counting residue",The square root of the average of the squares of deviations about the mean of a set of values of the specified measurement.,SDPO4upt0.45um,SDN:P01::PHUSIIP2
http://vocab.nerc.ac.uk/collection/P01/current/PCBSD190/,"Concentration of 4,4’-dichlorobiphenyl {PCB15 CAS 2050-68-2} per unit dry weight of sediment",The quantity or mass of the specified analyte contained in a sample of unsieved sediment normalised to a unit of dry weight.,Conc_CAS2050-68-2_drysed,SDN:P01::PCBSD190
http://vocab.nerc.ac.uk/collection/P01/current/AFLGM012/,Concentration of triphenyltin cation {TPT+ CAS 668-34-8} per unit dry weight of sediment <63um by gas chromatography-atomic emission detection and normalisation to organic carbon and lutum content (RIKZ 'standard sediment'),Unavailable,AFLGM012,SDN:P01::AFLGM012
http://vocab.nerc.ac.uk/collection/P01/current/AFLGM006/,Concentration of triphenyltin cation {TPT+ CAS 668-34-8} per unit dry weight of sediment <63um,Unavailable,AFLGM006,SDN:P01::AFLGM006
http://vocab.nerc.ac.uk/collection/P01/current/CF165WPF/,"Concentration of hexachloro-1,3-butadiene {CAS 87-68-3} per unit wet weight of biota {Platichthys flesus (ITIS: 172894: WoRMS 127141) [Subcomponent: liver]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_CAS87-68-3_BE006615,SDN:P01::CF165WPF
http://vocab.nerc.ac.uk/collection/P01/current/P168M00Z/,Abundance of Diplostauron per unit volume of the water body by optical microscopy,Unavailable,P16800,SDN:P01::P168M00Z
http://vocab.nerc.ac.uk/collection/P01/current/PDDWCF05/,"Concentration of 4,4'-dichlorodiphenyldichloroethylene {p,p'-DDE CAS 72-55-9} per unit wet weight of biota {Fucus vesiculosus (ITIS: 11335: WoRMS 145548)}",Unavailable,WetWt_pDDE_BE006628,SDN:P01::PDDWCF05
